"","Human_presence","Agricultural_landuse","Resistance","Speed_of_Recovery","Amplification"
"Heteropsis_flexuosa",-0.628984763101803,-0.155668798820303,0.525738485494316,0.360763299759208,0.659941990472258
"Heteropsis_macrophylla",-0.628984763101803,-0.155668798820303,0.506981520788006,0.204058215557324,4.10722049967998
"Heteropsis_oblongifolia",-0.628984763101803,-0.155668798820303,1.54372813325166,1.81989587022032,0.908119232469201
"Heteropsis_flexuosa_2",-0.628984763101803,-0.155668798820303,1.18695323204376,0.0133948900912561,1.17017508937017
"Heteropsis_macrophylla_2",-0.628984763101803,-0.155668798820303,0.417704693593298,0.476427401247926,0.381300233150785
"Heteropsis_oblongifolia_2",-0.628984763101803,-0.155668798820303,1.4255794700495,0.0963348638595828,0.260102018919091
"Giraffa_camelopardalis",16.2616343107572,-6.09228430978084,0.519978555426954,0.202862336925647,0.0717929804563577
"Heliconia_acuminata",-0.500986051446106,-0.0723941673902966,0.936446696395855,0.746611977514821,0.350148694746088
"Heliconia_acuminata_2",-0.500986051446106,-0.0723941673902966,1.12338051209106,0.283901715643493,1.28934922577512
"Heliconia_acuminata_3",-0.500986051446106,-0.0723941673902966,0.789912672423157,5.69185423114746,0.172486177256863
"Heliconia_acuminata_4",-0.500986051446106,-0.0723941673902966,0.253997443965768,1.82459974735637,2.06021310443026
"Heliconia_acuminata_5",-0.500986051446106,-0.0723941673902966,0.552054172658709,0.0181763604156407,0.0868603854017671
"Giraffa_camelopardalis_2",-0.156950157792815,0.159838593962437,0.581109254361938,0.65743699586361,2.26397484627657
"Acinonyx_jubatus",-0.743291144893298,-0.331149001470925,0.720207806963189,0.202266507261668,2.04232430465925
"Mauritia_flexuosa",1.00984415908626,0.779423806249971,1.96621214086737,0.303482737550116,1.33727419157973
"Erythrocebus_patas",-0.731559866054506,-0.281366508759538,0.874041382792998,0.0323917142253343,0.0441981751240585
"Machaerium_cuspidatum",-0.79273692247701,-0.321167665815403,1.8573878838767,1.53170475751704,1.00372598281953
"Machaerium_cuspidatum_2",-0.79273692247701,-0.321167665815403,0.69240085301353,0.664264489080774,0.712665645899562
"Machaerium_cuspidatum_3",-0.79273692247701,-0.321167665815403,0.550261619341333,0.0437699168785208,1.05362445861501
"Geonoma_macrostachys",-0.79273692247701,-0.321167665815403,0.76630035955786,0.313882948607916,1.24165100605705
"Shorea_acuminata",-0.195410375092909,0.244337019774803,1.69239110736063,0.0505256309690281,1.01560096406366
"Shorea_acuminata_2",-0.195410375092909,0.244337019774803,0.321108805113981,0.0740478171215284,0.279133145926456
"Shorea_acuminata_3",-0.195410375092909,0.244337019774803,0.5344054564491,0.387067374652208,0.705871355780168
"Shorea_bracteolata",-0.195410375092909,0.244337019774803,0.770682200526589,1.04795977135664,1.28215692405368
"Shorea_bracteolata_2",-0.195410375092909,0.244337019774803,0.925134125111571,2.70024498688286,2.79697165057669
"Shorea_bracteolata_3",-0.195410375092909,0.244337019774803,0.294995472264314,0.226208765730574,0.233731414421527
"Shorea_leprosula",-0.195410375092909,0.244337019774803,1.02390266880657,5.30610738771198,0.27097372982931
"Shorea_leprosula_2",-0.195410375092909,0.244337019774803,2.61510141881793,2.28733934150745,0.290315065953027
"Shorea_leprosula_3",-0.195410375092909,0.244337019774803,0.961059791061763,0.270876245580592,1.84516046507081
"Shorea_leprosula_4",-0.195410375092909,0.244337019774803,0.547157301225589,0.510609165296764,1.60867519002668
"Shorea_maxwelliana",-0.195410375092909,0.244337019774803,1.66917720385138,0.43454592236175,0.918116429756821
"Shorea_maxwelliana_2",-0.195410375092909,0.244337019774803,0.528695558896869,1.52755136396901,0.0966617806299643
"Shorea_maxwelliana_3",-0.195410375092909,0.244337019774803,0.515107319732713,0.177224609224827,0.992597967980375
"Shorea_ovalis",-0.195410375092909,0.244337019774803,0.604674736724349,0.863341496316875,3.6348941045183
"Shorea_ovalis_2",-0.195410375092909,0.244337019774803,0.961899888683675,0.849713237003193,1.18165341055873
"Shorea_ovalis_3",-0.195410375092909,0.244337019774803,0.74337663223295,0.301847424914958,1.98510557999102
"Scaphium_macropodum",-0.956489081852218,-0.486666532810504,1.43564888524216,0.509067431988294,0.854680030047444
"Scaphium_macropodum_2",-0.956489081852218,-0.486666532810504,1.58056844809239,0.920347525225209,0.0117751187448262
"Scaphium_macropodum_3",-0.956489081852218,-0.486666532810504,1.26043459881852,2.12251794598926,0.0267254374358298
"Scaphium_macropodum_4",-0.956489081852218,-0.486666532810504,1.55719316967848,0.352526320753211,0.432861779009353
"Entandrophragma_cylindricum",0.342571957069566,0.476415905307383,1.36789482887671,1.55305532864739,0.0746130737631673
"Geonoma_orbignyana",-0.292697529675461,0.130486178813034,0.461369546322227,0.518456105699544,1.15470119934541
"Eremospatha_macrocarpa",-0.233490662184616,0.21956238078593,2.3915386870282,0.146065822615969,0.112910246485763
"Laccosperma_secundiflorum",-0.233490662184616,0.21956238078593,0.588140908301257,0.00869417175553421,0.348918748506657
"Eidolon_helvum",10.912650676904,-4.41641007976338,1.00813256086509,0.39054002896223,0.453651095349501
"Eremospatha_macrocarpa_2",-0.237735417783962,0.216800786911478,0.269361382315764,0.254193424436568,0.189986659783881
"Hyparrhenia_diplandra",0.986036196225208,0.224650458407775,0.6376935605061,0.0691371593132969,0.594222921965547
"Hyparrhenia_diplandra_2",0.986036196225208,0.224650458407775,1.76086485717557,0.416445831119394,1.03269931131345
"Hyparrhenia_diplandra_3",0.986036196225208,0.224650458407775,0.867337481723379,0.0172983795599482,2.4245530546015
"Borassus_aethiopum",0.986036196225208,0.224650458407775,0.204980696941172,0.395186812536763,0.779166206859637
"Borassus_aethiopum_2",0.986036196225208,0.224650458407775,0.941175470461005,0.975300928660794,1.09281569537834
"Borassus_aethiopum_3",0.986036196225208,0.224650458407775,1.1825910467423,0.0407843032238749,0.339578175373126
"Prunus_africana",0.742912197709855,2.86795030288507,1.38981856892013,0.390283158540517,0.05740100584732
"Podocnemis_expansa",-0.926144120801682,-0.60160664191905,0.598021179223687,0.00172228334929035,0.159637512673144
"Euterpe_oleracea",-0.69081691971299,-0.312736014037929,0.694602783095881,1.15997902253631,1.42056189688373
"Euterpe_oleracea_2",0.506464783158853,-0.213687131341863,0.783999520341987,1.06397405017201,0.367880236542648
"Juniperus_procera",-0.0766829230670952,0.380543280139219,1.16567925602092,0.2980103184089,2.51314545585388
"Vriesea_sanguinolenta",0.179894231821919,0.252153177610943,1.44224907995024,0.000608617441095878,1.17353111648947
"Forpus_passerinus",0.0959449443702257,0.203806519766925,0.518107383056752,0.14419925545983,0.601335246031695
"Forpus_passerinus_2",0.0959449443702257,0.203806519766925,0.757242330658114,0.0577056773778347,0.26429331098891
"Khaya_senegalensis",-0.337233892070898,0.0931046996048039,0.905849354388635,0.0892573840675485,1.72172649555515
"Aspasia_principissa",1.38695200320482,0.653965772985454,0.622815586916535,0.00697628740618993,0.321568185895319
"Vriesea_sanguinolenta_2",1.38695200320482,0.653965772985454,0.430625126460468,0.681111570935183,0.119073966899439
"Vriesea_sanguinolenta_3",1.38695200320482,0.653965772985454,2.60821437419481,0.478538693141059,1.71434776255744
"Khaya_senegalensis_2",1.47788083661614,1.27399947643017,0.372213069559745,0.00625407508957348,1.67113405410921
"Vriesea_sanguinolenta_4",11.6492601816423,-4.81132761759967,0.312240411308769,0.0773183896627052,0.0252551842580873
"Khaya_senegalensis_3",0.506324116444774,0.641914772302483,0.899761782957638,4.84250175036092,3.32009507456355
"Euterpe_precatoria",1.40230140170707,1.1189355775119,0.507503929219552,0.0193065794109868,0.718026344908879
"Euterpe_precatoria_2",1.40230140170707,1.1189355775119,1.03720510127583,1.47954622400882,2.54002874027852
"Calathea_micans",1.25523544614146,0.903119609310225,1.1204772977606,0.0523005694339587,0.343915769048604
"Calathea_micans_2",1.25523544614146,0.903119609310225,0.666243051556015,0.162135411567638,0.255029725605351
"Khaya_senegalensis_4",-0.465232603726596,0.00983006817479778,0.742995012423055,2.93111185266695,0.144582030450265
"Cebus_capucinus",2.29920134393664,3.76173143929218,0.491566100479128,1.87513237306473,0.521726187096213
"Avicennia_germinans",9.9575396480957,-5.51473853479901,0.666124801875581,5.61663792593551,2.8806699205323
"Rhizophora_mangle",9.9575396480957,-5.51473853479901,0.459904082618732,1.77511153855985,0.596817765567209
"Khaya_senegalensis_5",1.31412867724094,1.10850060943507,2.36372539258944,0.0382817240747816,1.98911222853469
"Khaya_senegalensis_6",1.31412867724094,1.10850060943507,0.522331763113642,0.0341269378785819,0.120135524307454
"Phyllanthus_emblica",0.923344674368833,3.04430121093569,0.609205776051369,0.0296972314075206,1.25259043906889
"Phyllanthus_indofischeri",0.923344674368833,3.04430121093569,1.71008565015984,0.223562786272592,0.317965341255295
"Aquilaria_crassna",9.79364682200641,-4.82463549814977,0.323979306944851,1.63689220367676,1.22083907929869
"Guarianthe_aurantiaca",0.883414908553359,0.0338729506467305,0.392472572521998,0.0182759363686123,0.223742111207122
"Guarianthe_aurantiaca_2",0.883414908553359,0.0338729506467305,1.57732028854326,0.0208298666972286,0.616197678544893
"Guarianthe_aurantiaca_3",0.883414908553359,0.0338729506467305,0.936732355292975,0.407294690955202,0.201860278055944
"Oncidium_poikilostalix",0.154022586054724,0.589601300590106,0.329101120104503,0.343895562303296,0.659531500561633
"Calamus_nambariensis",1.96942847045616,1.7705201641848,0.986964711311731,6.1176807617951e-06,0.0508394806095007
"Calamus_rhabdocladus",1.96942847045616,1.7705201641848,0.317217256062387,2.60906939798392,0.719976668842637
"Daemonorops_poilanei",1.96942847045616,1.7705201641848,0.200521789422706,0.226746575083797,0.571683927056341
"Dioon_merolae",-0.260998864322364,0.151109001027079,0.452852157032107,0.894764239811322,1.620441100967
"Dioon_merolae_2",0.583594053183084,2.70533615986478,2.61389906223698,0.00220024100802249,0.954064189705271
"Catopsis_compacta",-0.39116009629321,-0.0514993718183549,1.17925408449081,0.305511848669464,1.71924539627248
"Tillandsia_macdougallii",-0.234838113257664,-0.464929621368652,0.531842222647213,3.65151242542579,0.440570875684571
"Tillandsia_violacea",-0.234838113257664,-0.464929621368652,0.911268834439569,0.262699993164415,0.0622828263418338
"Bursera_glabrifolia",-0.0341714058159496,-0.908473068211057,1.35324892155896,1.27265798643892,0.453694083933671
"Mammillaria_dixanthocentron",1.97246033400499,1.0227596072891,1.0220806690179,0.0816082492727968,0.0616774085057018
"Mammillaria_hernandezii",0.0336713272314005,0.27544836613821,0.339691000270817,0.118887570026251,0.0332554686611823
"Mammillaria_hernandezii_2",-0.303642964666537,0.0559951937544709,1.21539891667862,0.910164943769107,1.70472434697819
"Echeveria_longissima",-0.303642964666537,0.0559951937544709,1.54211897236883,3.13795030927308,0.153412989608738
"Mammillaria_huitzilopochtli",6.67131126389076,-0.814501052444722,0.843178127188805,1.43189401469224,2.86757172186885
"Mammillaria_huitzilopochtli_2",-0.144365386555168,0.0966079202922659,0.939912262368881,0.0424374820192233,4.85323171350644
"Chamaedorea_elegans",-0.402335456074578,0.0504841547573918,0.192298263794126,0.846986643786342,0.666547591518961
"Mammillaria_solisioides",1.70678817186577,0.848829088516525,1.23785495204165,0.211803532143118,2.1726090753515
"Dioon_caputoi",-0.303642964666537,0.0559951937544709,0.818951678342799,3.74975914646232,0.111554001517888
"Escontria_chiotilla",-0.359162534468116,0.0788381527797019,0.514372272926007,0.377774712997592,1.16114464930186
"Escontria_chiotilla_2",1.32624009382856,3.12953054102187,1.13283302983568,0.00175721428903496,1.0754622694367
"Prosopis_laevigata",-0.13989080529133,0.221494060749571,0.208293588620258,0.0668707703439767,1.1185069181536
"Lepanthes_rubripetala",3.93257893825773,0.47215039811587,0.540690992603726,0.0402524577325266,3.77523366888938
"Lepanthes_rubripetala_2",3.93257893825773,0.47215039811587,0.629004239488142,1.86020609882983,0.374886395291617
"Lepanthes_rubripetala_3",3.93257893825773,0.47215039811587,0.451562614042848,2.55276030696813,0.845568188547479
"Lepanthes_rubripetala_4",3.93257893825773,0.47215039811587,1.10256157049016,0.033075675879365,3.76375633322583
"Lepanthes_rubripetala_5",3.93257893825773,0.47215039811587,0.51137424216201,0.540903486005251,0.0801294584381893
"Lepanthes_rubripetala_6",3.93257893825773,0.47215039811587,0.395533134533602,0.842512232304776,0.117868421367215
"Lepanthes_rubripetala_7",3.93257893825773,0.47215039811587,2.20445474086064,0.0132869552802197,0.522923840945459
"Lepanthes_eltoroensis",2.91867714096273,1.41669067539706,1.01791209716926,3.04709630527233,2.95819715553986
"Lepanthes_eltoroensis_2",2.91867714096273,1.41669067539706,0.487813778542848,0.17011856658943,0.0883197521841891
"Lepanthes_eltoroensis_3",2.91867714096273,1.41669067539706,0.943443175922327,0.49845619302183,0.48920692012919
"Lepanthes_eltoroensis_4",2.91867714096273,1.41669067539706,0.818864023787551,0.0796991840667678,0.21335205000386
"Lepanthes_rubripetala_8",2.91867714096273,1.41669067539706,1.40772665417979,1.00439446172346,1.8225680816096
"Lepanthes_rubripetala_9",2.91867714096273,1.41669067539706,0.0568915579219519,0.0117850121520504,1.12067862240701
"Lepanthes_rubripetala_10",2.91867714096273,1.41669067539706,0.49739900083558,0.342794149363688,0.228813041592999
"Lepanthes_rubripetala_11",2.91867714096273,1.41669067539706,1.25705522518962,0.413959986035953,1.98324834262842
"Lepanthes_rubripetala_12",2.91867714096273,1.41669067539706,0.697436636360613,0.286053205945746,0.00256843044407865
"Lepanthes_rubripetala_13",2.91867714096273,1.41669067539706,0.293137723804277,1.28254726559259,1.09391643586838
"Lepanthes_rubripetala_14",2.91867714096273,1.41669067539706,0.7225911333371,0.00465015413648919,1.96411950139144
"Syzygium_jambos",4.09629586513404,0.637646350392035,0.527816891401317,2.66396277814252,0.896247335688591
"Lepanthes_rupestris",3.12509890466585,0.00559140851374662,1.80726194387093,0.561270236797275,0.140751856846915
"Lepanthes_rupestris_2",3.12509890466585,0.00559140851374662,0.630697552805692,3.82667777704174,0.127792469228327
"Lepanthes_rupestris_3",3.12509890466585,0.00559140851374662,0.711998569230047,0.069568848931437,1.1546049362294
"Lepanthes_rupestris_4",3.12509890466585,0.00559140851374662,0.216887386495172,0.832502985180452,0.29637491673613
"Lepanthes_rupestris_5",3.12509890466585,0.00559140851374662,0.595040073225302,0.163276339242355,0.320646286600969
"Lepanthes_rupestris_6",3.12509890466585,0.00559140851374662,0.996292222139558,0.170220211950775,0.624403139610028
"Lepanthes_rupestris_7",3.12509890466585,0.00559140851374662,0.627013996646277,0.946731741619922,1.42790065501233
"Lepanthes_rupestris_8",3.12509890466585,0.00559140851374662,1.04092497521288,0.33579507151861,0.641317838198211
"Lepanthes_rupestris_9",3.12509890466585,0.00559140851374662,0.250559213522941,0.00839959300820244,0.12995294756546
"Lepanthes_rupestris_10",3.12509890466585,0.00559140851374662,1.67005618498338,1.16851308501233,0.35849176355354
"Lepanthes_rupestris_11",3.12509890466585,0.00559140851374662,0.415880028361418,1.72629892996326,0.121790226065675
"Acacia_bilimekii",3.4411783097403,-0.0243581281625476,1.04450726900767,1.34266870614503,0.600635516731073
"Neobuxbaumia_macrocephala",3.4411783097403,-0.0243581281625476,1.30768681607818,2.830464207441,0.469056270624747
"Neobuxbaumia_macrocephala_2",3.4411783097403,-0.0243581281625476,0.756833455523067,2.73844260078597,0.111856154425424
"Neobuxbaumia_mezcalaensis",3.4411783097403,-0.0243581281625476,1.35649491261063,0.00276156724591679,1.15041902034701
"Neobuxbaumia_mezcalaensis_2",3.4411783097403,-0.0243581281625476,0.355953571590594,0.827535999749373,0.821057271093461
"Neobuxbaumia_tetetzo",3.4411783097403,-0.0243581281625476,0.97343676253608,0.395073978623199,0.178529238835487
"Neobuxbaumia_tetetzo_2",3.4411783097403,-0.0243581281625476,0.613029541525856,0.0940173512879369,0.264512328545247
"Neobuxbaumia_tetetzo_3",3.4411783097403,-0.0243581281625476,1.12492663323092,3.21514157331418e-05,0.191978473568502
"Neobuxbaumia_tetetzo_4",3.4411783097403,-0.0243581281625476,0.507446807030041,0.766153107071865,0.615222796889036
"Aechmea_magdalenae",-0.328243938629616,0.10734498746087,0.271721846896636,0.107130050825613,0.0274443833503644
"Aechmea_magdalenae_2",-0.328243938629616,0.10734498746087,3.1402345126452,0.0534981004961844,3.11052888998851
"Aechmea_magdalenae_3",-0.328243938629616,0.10734498746087,1.37552171264236,4.02587101743552,1.24530468104696
"Lepanthes_rupestris_12",10.1235693682772,-4.4934377087061,0.589926083684241,6.02353264997459,3.65675604027163
"Lepanthes_rupestris_13",10.1235693682772,-4.4934377087061,1.26556394975826,0.0757212103992476,0.0384232259354291
"Lepanthes_rupestris_14",10.1235693682772,-4.4934377087061,1.59575836376998,2.80362324161609,0.0670343704748659
"Pseudomitrocereus_fulviceps",1.47788083661614,1.27399947643017,0.158086568161187,1.72860715919813,1.0649444374651
"Tolumnia_variegata",8.58752232170073,-5.49917194290564,0.747930405421415,1.0364512946882,0.188277341609925
"Cecropia_obtusifolia",-0.222827189082523,0.233533292045638,3.13404170942513,0.992205097160468,0.243231968998747
"Mammillaria_napina",0.100096381832412,0.444997229166947,1.14565488879472,0.782171007074932,0.135872083777931
"Stenocactus_crispatus",2.81555523015691,-0.651696637756055,0.251070272885224,0.0458379760004676,1.27665864190342
"Zamia_inermis",-0.0603234623901617,0.391186575221203,0.862366689974721,0.372405946079984,0.00824395815808775
"Sceloporus_grammicus",9.42886555644533,-1.427595042936,0.603649415666633,1.18529744208627,0.404148627736038
"Quercus_rugosa",9.8697582339607,-5.05439625521559,1.48498201410686,0.512236965516437,0.284654650387146
"Magnolia_macrophylla_dealbata",1.88162018311509,1.66300151184265,0.810333000533875,3.59997880179507,0.688994610051943
"Jacquiniella_leucomelana",8.33962733947415,-5.71164204683526,0.547259116677087,3.22496684158368,0.164191083171422
"Jacquiniella_leucomelana_2",8.33962733947415,-5.71164204683526,0.756253283337406,0.61797314287991,3.43791656285133
"Jacquiniella_leucomelana_3",8.33962733947415,-5.71164204683526,0.86983373730827,0.827197169235413,1.15653349716049
"Jacquiniella_leucomelana_4",8.33962733947415,-5.71164204683526,0.725841463368706,0.00650082308514707,1.28225610626621
"Jacquiniella_teretifolia",8.33962733947415,-5.71164204683526,2.0267745022864,0.38448854080753,3.82836634261676
"Jacquiniella_teretifolia_2",8.33962733947415,-5.71164204683526,1.61743937116265,0.885700161506597,0.634505633567793
"Jacquiniella_teretifolia_3",8.33962733947415,-5.71164204683526,0.99224933406803,0.234814409628615,0.0143026988228946
"Lycaste_aromatica",8.33962733947415,-5.71164204683526,0.909463684665348,0.254914261731491,1.42118358389127
"Lycaste_aromatica_2",8.33962733947415,-5.71164204683526,1.33307743509538,2.99969247617083,2.37164000738052
"Lycaste_aromatica_3",8.33962733947415,-5.71164204683526,0.630792549024432,0.216843620800697,2.03308987547781
"Lycaste_aromatica_4",8.33962733947415,-5.71164204683526,2.39176317235719,0.213222098097694,0.00238368287137379
"Tillandsia_deppeana",0.361175645981815,0.606446100128411,1.58902851390604,0.300713528496486,0.0154100622858795
"Tillandsia_juncea",0.361175645981815,0.606446100128411,0.476514538220036,0.0879536442514389,0.829963980426834
"Tillandsia_multicaulis",0.361175645981815,0.606446100128411,0.379170288076745,0.0133104858096628,1.30652062935734
"Tillandsia_punctulata",0.650730787209104,0.338659372606921,0.309132576431782,2.77945856505209,1.30181090995062
"Sceloporus_grammicus_2",1.10180305346018,-0.39814111317121,0.915448882837436,6.71702801924586,1.15191422411485
"Zea_diploperennis",-0.117490117377921,0.295031129568664,0.557663092202307,0.0175639582115176,0.410219662209398
"Sceloporus_grammicus_3",2.32447311910597,-0.691911504464305,1.47750144788676,0.346646980121046,1.21376046739067
"Mammillaria_magnimamma",10.6775627947569,-4.58781041808301,0.747199262848363,0.836678584175916,0.811450455620944
"Mammillaria_magnimamma_2",10.6775627947569,-4.58781041808301,0.265259901343172,0.0150987006692512,0.473059027240349
"Mammillaria_magnimamma_3",10.6775627947569,-4.58781041808301,1.18856229735832,0.133447827559913,0.197555926720159
"Tetramolopium_arenarium",0.178819797694359,0.310917038312282,1.10278517914415,0.391548258773001,2.46921080833489
"Sceloporus_grammicus_4",6.75232042655434,-1.85938602085845,1.76341597855348,0.0856538636690449,0.777498298818979
"Clidemia_hirta",9.1728142211812,-5.12380153748215,1.70858808537143,0.143411682912075,0.34218941608323
"Sceloporus_grammicus_5",4.71775377711558,-0.0472045690143323,0.299671652856714,3.83961084712048,0.962591847213751
"Sabal_yapa",0.178819797694359,0.310917038312282,1.89514786438027,0.139469370946661,0.430339089202723
"Sabal_yapa_2",0.178819797694359,0.310917038312282,0.171895609565271,0.127365813358687,1.29563087542462
"Manilkara_zapota",0.607908497474476,2.72088874065588,0.383244074350097,0.0891971701320048,2.16403156880801
"Clidemia_hirta_2",-0.895106476136848,-0.446967305848059,1.99246996549577,0.581192919684552,0.224832293498068
"Sceloporus_grammicus_6",6.73056615123181,-1.41737083340651,0.912541669279551,0.182832115751769,2.75101870161874
"Sceloporus_grammicus_7",2.5030633971953,0.690394544522356,0.331556310440836,0.0736057234942955,0.20651547055565
"Sceloporus_grammicus_8",1.84429649285447,-0.539734549118588,0.743455319844774,2.93873951676931,0.679235064254059
